functionName,lotWeightKg,load,numCaliperWorkers,hotKeyWrites,hotParticipants,ledgerWrites,reads,payloadBytes,sendRate,success,failures,totalTransactions,throughput,failureRate,latency,avgLatency,function_clean
testTeaLot_a1,10,1,1,0,0,1,1,484.79,1.2,6,0,6,1.1,0.0,50,,testTeaLot
testTeaLot_a1,10,4,1,0,0,1,1,484.79,4.2,21,0,21,3.1,0.0,50,,testTeaLot
testTeaLot_a1,10,10,1,0,0,1,1,484.79,10.2,51,0,51,7.0,0.0,50,,testTeaLot
testTeaLot_a1,10,20,1,0,0,1,1,484.79,20.2,101,0,101,13.8,0.0,50,,testTeaLot
testTeaLot_a1,10,50,1,0,0,1,1,484.79,50.2,250,1,251,47.4,0.00398406374501992,50,,testTeaLot
testTeaLot_a1,10,100,1,0,0,1,1,484.79,100.2,500,1,501,90.6,0.001996007984031936,50,,testTeaLot
testTeaLot_a1,10,200,1,0,0,1,1,484.79,148.5,742,0,742,100.9,0.0,50,,testTeaLot
testTeaLot_a1,10,400,1,0,0,1,1,484.79,383.9,1634,366,2000,263.2,0.183,50,-0.32,testTeaLot
testTeaLot_a1,10,500,1,0,0,1,1,484.79,130.5,648,5,653,89.0,0.007656967840735069,50,,testTeaLot
testTeaLot_a10,10,1,10,0,0,1,1,484.79,1.9,20,0,20,1.8,0.0,50,,testTeaLot
testTeaLot_a10,10,4,10,0,0,1,1,484.79,4.8,30,0,30,4.5,0.0,50,,testTeaLot
testTeaLot_a10,10,10,10,0,0,1,1,484.79,10.3,60,0,60,9.6,0.0,50,,testTeaLot
testTeaLot_a10,10,20,10,0,0,1,1,484.79,19.1,110,0,110,18.0,0.0,50,,testTeaLot
testTeaLot_a10,10,50,10,0,0,1,1,484.79,42.8,260,0,260,40.7,0.0,50,,testTeaLot
testTeaLot_a10,10,100,10,0,0,1,1,484.79,87.6,510,0,510,81.0,0.0,50,,testTeaLot
testTeaLot_a10,10,200,10,0,0,1,1,484.79,176.4,1010,0,1010,135.8,0.0,50,,testTeaLot
testTeaLot_a10,10,400,10,0,0,1,1,484.79,174.9,1635,2,1637,174.7,0.001221747098350641,50,3.6,testTeaLot
testTeaLot_a10,10,500,10,0,0,1,1,484.79,397.7,2503,7,2510,205.3,0.002788844621513944,50,,testTeaLot
testTeaLot_a15,10,1,15,0,0,1,1,484.79,1.8,30,0,30,1.6,0.0,50,,testTeaLot
testTeaLot_a15,10,4,15,0,0,1,1,484.79,5.0,45,0,45,4.1,0.0,50,,testTeaLot
testTeaLot_a15,10,10,15,0,0,1,1,484.79,10.7,75,0,75,8.1,0.0,50,,testTeaLot
testTeaLot_a15,10,20,15,0,0,1,1,484.79,18.9,120,0,120,17.9,0.0,50,,testTeaLot
testTeaLot_a15,10,50,15,0,0,1,1,484.79,44.1,270,0,270,42.0,0.0,50,,testTeaLot
testTeaLot_a15,10,100,15,0,0,1,1,484.79,84.0,525,0,525,61.8,0.0,50,,testTeaLot
testTeaLot_a15,10,200,15,0,0,1,1,484.79,163.0,1019,1,1020,120.5,0.000980392156862745,50,,testTeaLot
testTeaLot_a15,10,400,15,0,0,1,1,484.79,306.7,2025,0,2025,192.8,0.0,50,4.36,testTeaLot
testTeaLot_a15,10,500,15,0,0,1,1,484.79,413.7,2519,1,2520,209.5,0.0003968253968253968,50,,testTeaLot
testTeaLot_a2,10,1,2,0,0,1,1,484.79,1.3,8,0,8,1.0,0.0,50,,testTeaLot
testTeaLot_a2,10,4,2,0,0,1,1,484.79,4.4,22,0,22,3.1,0.0,50,,testTeaLot
testTeaLot_a2,10,10,2,0,0,1,1,484.79,10.3,52,0,52,7.1,0.0,50,,testTeaLot
testTeaLot_a2,10,20,2,0,0,1,1,484.79,20.2,102,0,102,14.0,0.0,50,,testTeaLot
testTeaLot_a2,10,50,2,0,0,1,1,484.79,49.9,252,0,252,34.5,0.0,50,,testTeaLot
testTeaLot_a2,10,100,2,0,0,1,1,484.79,99.5,501,1,502,67.3,0.00199203187250996,50,,testTeaLot
testTeaLot_a2,10,200,2,0,0,1,1,484.79,198.2,1001,1,1002,133.8,0.000998003992015968,50,,testTeaLot
testTeaLot_a2,10,400,2,0,0,1,1,484.79,374.5,1640,363,2003,214.6,0.181228157763355,50,4.21,testTeaLot
testTeaLot_a2,10,500,2,0,0,1,1,484.79,273.8,1379,4,1383,174.3,0.002892263195950831,50,,testTeaLot
testTeaLot_a20,10,1,20,0,0,1,1,484.79,1.9,40,0,40,1.9,0.0,50,,testTeaLot
testTeaLot_a20,10,4,20,0,0,1,1,484.79,6.3,40,0,40,6.0,0.0,50,,testTeaLot
testTeaLot_a20,10,10,20,0,0,1,1,484.79,10.0,80,0,80,9.5,0.0,50,,testTeaLot
testTeaLot_a20,10,20,20,0,0,1,1,484.79,19.0,120,0,120,18.0,0.0,50,,testTeaLot
testTeaLot_a20,10,50,20,0,0,1,1,484.79,41.4,280,0,280,39.5,0.0,50,,testTeaLot
testTeaLot_a20,10,100,20,0,0,1,1,484.79,80.3,520,0,520,76.4,0.0,50,,testTeaLot
testTeaLot_a20,10,200,20,0,0,1,1,484.79,159.4,1018,2,1020,3.4,0.00196078431372549,50,,testTeaLot
testTeaLot_a20,10,400,20,0,0,1,1,484.79,363.2,2000,5,2005,203.1,0.002493765586034913,50,4.5,testTeaLot
testTeaLot_a20,10,500,20,0,0,1,1,484.79,371.5,2498,22,2520,8.4,0.00873015873015873,50,,testTeaLot
