functionName,lotWeightKg,load,numCaliperWorkers,hotKeyWrites,hotParticipants,ledgerWrites,reads,payloadBytes,sendRate,success,failures,totalTransactions,throughput,failureRate,latency,avgLatency,function_clean
acceptoffer_f1_r1,10,1,1,2,2,3,3,34.8,1.9,2,8,10,1.3,0.8,50,2.67,acceptoffer
acceptoffer_f1_r1,10,4,1,2,2,3,3,34.8,4.8,3,22,25,3.3,0.88,50,2.25,acceptoffer
acceptoffer_f1_r1,10,10,1,2,2,3,3,34.8,10.7,5,50,55,7.3,0.9090909090909091,50,1.09,acceptoffer
acceptoffer_f1_r1,10,20,1,2,2,3,3,34.8,19.7,6,99,105,13.8,0.9428571428571428,50,1.49,acceptoffer
acceptoffer_f1_r1,10,50,1,2,2,3,3,34.8,8.9,2,56,58,8.9,0.9655172413793104,50,3.6,acceptoffer
acceptoffer_f1_r1,10,100,1,2,2,3,3,34.8,96.1,3,502,505,64.5,0.994059405940594,50,2.23,acceptoffer
acceptoffer_f1_r1,10,200,1,2,2,3,3,34.8,34.9,2,223,225,56.3,0.9911111111111112,50,1.19,acceptoffer
acceptoffer_f1_r1,10,400,1,2,2,3,3,34.8,123.1,2,974,976,123.9,0.9979508196721312,50,2.02,acceptoffer
acceptoffer_f1_r1,10,500,1,2,2,3,3,34.8,263.4,2,1314,1316,163.2,0.9984802431610942,50,,acceptoffer
acceptoffer_f10_r10,10,1,10,2,20,3,3,34.8,1.8,10,0,10,1.3,0.0,50,2.48,acceptoffer
acceptoffer_f10_r10,10,4,10,2,20,3,3,34.8,4.6,15,10,25,3.3,0.4,50,2.16,acceptoffer
acceptoffer_f10_r10,10,10,10,2,20,3,3,34.8,10.2,25,30,55,7.3,0.5454545454545454,50,1.03,acceptoffer
acceptoffer_f10_r10,10,20,10,2,20,3,3,34.8,18.3,29,76,105,13.1,0.7238095238095238,50,1.01,acceptoffer
acceptoffer_f10_r10,10,50,10,2,20,3,3,34.8,46.1,19,236,255,32.0,0.9254901960784314,50,1.83,acceptoffer
acceptoffer_f10_r10,10,100,10,2,20,3,3,34.8,29.3,10,216,226,21.3,0.9557522123893806,50,4.65,acceptoffer
acceptoffer_f10_r10,10,200,10,2,20,3,3,34.8,187.5,10,995,1005,125.5,0.9900497512437811,50,3.22,acceptoffer
acceptoffer_f10_r10,10,400,10,2,20,3,3,34.8,360.4,9,1975,1984,189.7,0.9954637096774194,50,4.28,acceptoffer
acceptoffer_f10_r10,10,500,10,2,20,3,3,34.8,80.6,6,538,544,79.0,0.9889705882352942,50,1.57,acceptoffer
acceptoffer_f15_r15,10,1,15,2,30,3,3,34.8,1.8,30,0,30,1.6,0.0,50,,acceptoffer
acceptoffer_f15_r15,10,4,15,2,30,3,3,34.8,1.5,10,4,14,1.3,0.2857142857142857,50,-0.34,acceptoffer
