functionName,lotWeightKg,load,numCaliperWorkers,hotKeyWrites,hotParticipants,ledgerWrites,reads,payloadBytes,sendRate,success,failures,totalTransactions,throughput,failureRate,latency,avgLatency,function_clean
purchase_c1_r1,10,1,1,2,2,3,3,41.6,1.5,3,12,15,1.2,0.8,25,2.34,purchase
purchase_c1_r1,10,4,1,2,2,3,3,41.6,4.7,3,27,30,4.5,0.9,25,1.71,purchase
purchase_c1_r1,10,10,1,2,2,3,3,41.6,10.6,7,58,65,7.8,0.8923076923076924,25,1.15,purchase
purchase_c1_r1,10,20,1,2,2,3,3,41.6,20.6,13,112,125,15.0,0.896,25,0.72,purchase
purchase_c1_r1,10,50,1,2,2,3,3,41.6,50.2,16,289,305,36.7,0.9475409836065574,25,0.64,purchase
purchase_c1_r1,10,100,1,2,2,3,3,41.6,99.2,5,600,605,72.3,0.9917355371900827,25,1.57,purchase
purchase_c1_r1,10,200,1,2,2,3,3,41.6,197.4,3,1202,1205,138.3,0.9975103734439834,25,2.3,purchase
purchase_c1_r1,10,500,1,2,2,3,3,41.6,281.9,3,1406,1409,183.6,0.9978708303761533,25,,purchase
purchase_c10_r10,10,1,10,2,20,3,3,41.6,1.0,10,0,10,0.6,0.0,25,5.01,purchase
purchase_c10_r10,10,4,10,2,20,3,3,41.6,4.7,15,15,30,4.5,0.5,25,1.63,purchase
purchase_c10_r10,10,10,10,2,20,3,3,41.6,5.5,14,21,35,5.1,0.6,25,0.33,purchase
purchase_c10_r10,10,20,10,2,20,3,3,41.6,20.2,61,64,125,15.0,0.512,25,0.52,purchase
purchase_c10_r10,10,50,10,2,20,3,3,41.6,15.0,10,85,95,10.8,0.751,25,3.2,purchase
purchase_c10_r10,10,100,10,2,20,3,3,41.6,98.6,24,581,605,71.9,0.9603305785123967,25,1.6,purchase
purchase_c10_r10,10,200,10,2,20,3,3,41.6,195.5,15,1190,1205,141.6,0.9875518672199171,25,2.39,purchase
purchase_c10_r10,10,400,10,2,20,3,3,41.6,393.6,11,2391,2402,203.5,0.9954204829308909,25,3.51,purchase
purchase_c10_r10,10,500,10,2,20,3,3,41.6,490.5,11,2974,2985,215.2,0.9963149078726968,25,4.09,purchase
purchase_c15_r15,10,1,15,2,30,3,3,41.6,1.5,15,0,15,1.2,0.0,25,2.21,purchase
purchase_c15_r15,10,4,15,2,30,3,3,41.6,4.7,15,15,30,4.5,0.5,25,1.64,purchase
purchase_c15_r15,10,10,15,2,30,3,3,41.6,10.5,7,58,65,7.8,0.8923076923076924,25,5.03,purchase
purchase_c15_r15,10,20,15,2,30,3,3,41.6,20.2,60,65,125,15.0,0.52,25,0.51,purchase
purchase_c15_r15,10,50,15,2,30,3,3,41.6,49.5,77,228,305,36.5,0.7475409836065574,25,0.54,purchase
purchase_c15_r15,10,100,15,2,30,3,3,41.6,98.7,25,580,605,71.3,0.9586776859504132,25,1.61,purchase
purchase_c15_r15,10,200,15,2,30,3,3,41.6,195.7,20,1185,1205,160.8,0.983402489626556,25,0.6,purchase
purchase_c15_r15,10,400,15,2,30,3,3,41.6,393.6,12,2393,2405,201.8,0.995010395010395,25,3.49,purchase
purchase_c15_r15,10,500,15,2,30,3,3,41.6,483.9,12,2988,3000,223.5,0.996,25,4.04,purchase
purchase_c2_r2,10,1,2,2,4,3,3,41.6,1.5,6,9,15,1.2,0.6,25,2.31,purchase
purchase_c2_r2,10,4,2,2,4,3,3,41.6,4.7,6,24,30,4.5,0.8,25,1.69,purchase
purchase_c2_r2,10,10,2,2,4,3,3,41.6,1.6,4,6,10,1.2,0.6,25,-1.05,purchase
purchase_c2_r2,10,20,2,2,4,3,3,41.6,20.6,25,100,125,15.1,0.8,25,0.59,purchase
purchase_c2_r2,10,50,2,2,4,3,3,41.6,49.5,32,273,305,36.5,0.8950819672131147,25,0.62,purchase
purchase_c2_r2,10,100,2,2,4,3,3,41.6,99.3,12,593,605,71.7,0.9801652892561984,25,1.58,purchase
purchase_c2_r2,10,200,2,2,4,3,3,41.6,77.4,6,669,675,77.0,0.9911111111111112,25,1.48,purchase
purchase_c2_r2,10,400,2,2,4,3,3,41.6,396.6,6,2399,2405,206.6,0.9975051975051975,25,3.17,purchase
purchase_c2_r2,10,500,2,2,4,3,3,41.6,110.2,4,732,736,106.5,0.9945652173913043,25,1.07,purchase
purchase_c20_r20,10,1,20,2,40,3,3,41.6,0.6,10,0,10,0.6,0.0,25,2.3,purchase
purchase_c20_r20,10,4,20,2,40,3,3,41.6,4.7,15,15,30,4.4,0.5,25,1.63,purchase
purchase_c20_r20,10,10,20,2,40,3,3,41.6,10.7,35,30,65,7.8,0.4615384615384616,25,1.08,purchase
purchase_c20_r20,10,20,20,2,40,3,3,41.6,11.8,45,60,105,12.7,0.5714285714285714,25,0.65,purchase
purchase_c20_r20,10,50,20,2,40,3,3,41.6,50.0,78,227,305,36.7,0.7442622950819672,25,0.56,purchase
purchase_c20_r20,10,100,20,2,40,3,3,41.6,31.4,19,223,242,31.4,0.9214876033057852,25,1.71,purchase
purchase_c20_r20,10,200,20,2,40,3,3,41.6,195.5,15,1190,1205,138.0,0.9875518672199171,25,2.42,purchase
purchase_c20_r20,10,400,20,2,40,3,3,41.6,382.3,12,2386,2398,203.4,0.9949958298582152,25,3.44,purchase
purchase_c20_r20,10,500,20,2,40,3,3,41.6,239.1,20,2487,2507,235.9,0.9920223374551257,25,0.68,purchase
purchase_c24_r24,10,1,24,2,48,3,3,41.6,1.4,15,0,15,1.2,0.0,25,2.13,purchase
purchase_c24_r24,10,4,24,2,48,3,3,41.6,4.7,15,15,30,4.4,0.5,25,1.65,purchase
purchase_c24_r24,10,10,24,2,48,3,3,41.6,5.3,30,30,60,4.5,0.5,25,0.95,purchase
purchase_c24_r24,10,20,24,2,48,3,3,41.6,20.3,60,65,125,15.1,0.52,25,0.48,purchase
purchase_c24_r24,10,50,24,2,48,3,3,41.6,49.3,74,231,305,36.4,0.7573770491803279,25,0.54,purchase
purchase_c24_r24,10,100,24,2,48,3,3,41.6,94.9,25,580,605,69.4,0.9586776859504132,25,1.6,purchase
purchase_c24_r24,10,200,24,2,48,3,3,41.6,197.4,15,1190,1205,141.6,0.9875518672199171,25,2.35,purchase
purchase_c24_r24,10,400,24,2,48,3,3,41.6,385.1,12,2392,2404,203.3,0.9950083194675541,25,3.46,purchase
purchase_c24_r24,10,500,24,2,48,3,3,41.6,480.3,12,2932,2944,221.6,0.9959239130434783,25,3.99,purchase
purchase_c4_r4,10,1,4,2,8,3,3,41.6,1.5,12,3,15,1.2,0.2,25,2.28,purchase
purchase_c4_r4,10,4,4,2,8,3,3,41.6,4.7,12,18,30,4.4,0.6,25,1.67,purchase
purchase_c4_r4,10,10,4,2,8,3,3,41.6,10.6,28,37,65,7.8,0.5692307692307692,25,1.09,purchase
purchase_c4_r4,10,20,4,2,8,3,3,41.6,20.4,48,77,125,15.1,0.616,25,0.48,purchase
purchase_c4_r4,10,50,4,2,8,3,3,41.6,50.1,63,242,305,36.7,0.7934426229508197,25,0.59,purchase
purchase_c4_r4,10,100,4,2,8,3,3,41.6,22.6,12,144,156,16.9,0.9230769230769231,25,2.96,purchase
purchase_c4_r4,10,200,4,2,8,3,3,41.6,196.5,12,1193,1205,142.2,0.9900414937759336,25,2.33,purchase
purchase_c4_r4,10,400,4,2,8,3,3,41.6,391.4,9,2394,2403,290.1,0.9962546816479401,25,1.19,purchase
purchase_c4_r4,10,500,4,2,8,3,3,41.6,488.3,9,2992,3001,222.6,0.9970009996667777,25,3.87,purchase
