functionName,lotWeightKg,load,numCaliperWorkers,hotKeyWrites,hotParticipants,ledgerWrites,reads,payloadBytes,sendRate,success,failures,totalTransactions,throughput,failureRate,latency,avgLatency,function_clean
testTeaLot_a1,10,1,1,0,0,1,1,484.79,0.9,6,0,6,0.6,0.0,100,,testTeaLot
testTeaLot_a1,10,4,1,0,0,1,1,484.79,4.2,21,0,21,2.9,0.0,100,,testTeaLot
testTeaLot_a1,10,10,1,0,0,1,1,484.79,10.2,51,0,51,6.7,0.0,100,,testTeaLot
testTeaLot_a1,10,20,1,0,0,1,1,484.79,20.2,101,0,101,13.1,0.0,100,,testTeaLot
testTeaLot_a1,10,50,1,0,0,1,1,484.79,50.2,251,0,251,32.8,0.0,100,,testTeaLot
testTeaLot_a1,10,100,1,0,0,1,1,484.79,100.2,501,0,501,64.0,0.0,100,,testTeaLot
testTeaLot_a1,10,200,1,0,0,1,1,484.79,118.7,600,2,602,86.3,0.003322259136212625,100,,testTeaLot
testTeaLot_a1,10,400,1,0,0,1,1,484.79,376.9,1521,482,2003,196.2,0.2406390414378432,100,5.25,testTeaLot
testTeaLot_a1,10,500,1,0,0,1,1,484.79,128.6,646,1,647,82.2,0.001545595054095827,100,,testTeaLot
testTeaLot_a10,10,1,10,0,0,1,1,484.79,1.6,20,0,20,1.5,0.0,100,,testTeaLot
testTeaLot_a10,10,4,10,0,0,1,1,484.79,4.5,30,0,30,4.1,0.0,100,,testTeaLot
testTeaLot_a10,10,10,10,0,0,1,1,484.79,8.9,60,0,60,8.0,0.0,100,,testTeaLot
testTeaLot_a10,10,20,10,0,0,1,1,484.79,16.8,110,0,110,15.3,0.0,100,,testTeaLot
testTeaLot_a10,10,50,10,0,0,1,1,484.79,34.8,258,0,258,26.4,0.0,100,,testTeaLot
testTeaLot_a10,10,100,10,0,0,1,1,484.79,73.4,510,0,510,66.9,0.0,100,,testTeaLot
testTeaLot_a10,10,200,10,0,0,1,1,484.79,152.3,1010,0,1010,111.5,0.0,100,,testTeaLot
testTeaLot_a10,10,400,10,0,0,1,1,484.79,41.6,428,1,429,41.3,0.002331002331002331,100,2.12,testTeaLot
testTeaLot_a10,10,500,10,0,0,1,1,484.79,402.9,2510,0,2510,183.5,0.0,100,,testTeaLot
testTeaLot_a15,10,1,15,0,0,1,1,484.79,1.8,30,0,30,1.6,0.0,100,1.79,testTeaLot
testTeaLot_a15,10,4,15,0,0,1,1,484.79,4.8,45,0,45,3.9,0.0,100,1.91,testTeaLot
testTeaLot_a15,10,10,15,0,0,1,1,484.79,8.4,75,0,75,7.0,0.0,100,1.59,testTeaLot
testTeaLot_a15,10,20,15,0,0,1,1,484.79,17.0,120,0,120,15.5,0.0,100,1.09,testTeaLot
testTeaLot_a15,10,50,15,0,0,1,1,484.79,38.5,270,0,270,35.7,0.0,100,2.05,testTeaLot
testTeaLot_a15,10,100,15,0,0,1,1,484.79,69.6,525,0,525,52.2,0.0,100,3.23,testTeaLot
testTeaLot_a15,10,200,15,0,0,1,1,484.79,138.0,1020,0,1020,110.5,0.0,100,3.95,testTeaLot
testTeaLot_a15,10,400,15,0,0,1,1,484.79,273.7,2022,2,2024,158.6,0.0009881422924901185,100,6.29,testTeaLot
testTeaLot_a15,10,500,15,0,0,1,1,484.79,352.5,2519,1,2520,192.7,0.0003968253968253968,100,6.46,testTeaLot
testTeaLot_a2,10,1,2,0,0,1,1,484.79,1.3,8,0,8,0.9,0.0,100,,testTeaLot
testTeaLot_a2,10,4,2,0,0,1,1,484.79,4.3,22,0,22,3.1,0.0,100,,testTeaLot
testTeaLot_a2,10,10,2,0,0,1,1,484.79,10.0,51,0,51,6.8,0.0,100,,testTeaLot
testTeaLot_a2,10,20,2,0,0,1,1,484.79,20.0,102,0,102,13.3,0.0,100,,testTeaLot
testTeaLot_a2,10,50,2,0,0,1,1,484.79,45.5,234,0,234,29.9,0.0,100,,testTeaLot
testTeaLot_a2,10,100,2,0,0,1,1,484.79,98.3,502,0,502,52.0,0.0,100,,testTeaLot
testTeaLot_a2,10,200,2,0,0,1,1,484.79,196.4,1000,2,1002,131.1,0.001996007984031936,100,,testTeaLot
testTeaLot_a2,10,400,2,0,0,1,1,484.79,369.8,1603,396,1999,183.8,0.1980990495247624,100,5.34,testTeaLot
testTeaLot_a2,10,500,2,0,0,1,1,484.79,262.6,1337,3,1340,161.0,0.002238805970149254,100,,testTeaLot
testTeaLot_a20,10,1,20,0,0,1,1,484.79,1.8,40,0,40,1.7,0.0,100,,testTeaLot
testTeaLot_a20,10,4,20,0,0,1,1,484.79,5.0,40,0,40,4.6,0.0,100,,testTeaLot
testTeaLot_a20,10,10,20,0,0,1,1,484.79,9.8,80,0,80,8.9,0.0,100,,testTeaLot
testTeaLot_a20,10,20,20,0,0,1,1,484.79,14.6,120,0,120,13.5,0.0,100,,testTeaLot
testTeaLot_a20,10,50,20,0,0,1,1,484.79,35.5,280,0,280,32.9,0.0,100,,testTeaLot
testTeaLot_a20,10,100,20,0,0,1,1,484.79,65.7,520,0,520,57.5,0.0,100,,testTeaLot
testTeaLot_a20,10,200,20,0,0,1,1,484.79,97.3,1019,1,1020,80.0,0.000980392156862745,100,,testTeaLot
testTeaLot_a20,10,400,20,0,0,1,1,484.79,324.1,1995,3,1998,249.3,0.001501501501501501,100,0.42,testTeaLot
testTeaLot_a20,10,500,20,0,0,1,1,484.79,302.2,2518,2,2520,172.0,0.0007936507936507937,100,,testTeaLot
testTeaLot_a24,10,1,24,0,0,1,1,484.79,1.8,48,0,48,1.7,0.0,100,1.26,testTeaLot
testTeaLot_a24,10,4,24,0,0,1,1,484.79,5.0,48,0,48,4.1,0.0,100,1.85,testTeaLot
testTeaLot_a24,10,10,24,0,0,1,1,484.79,10.3,96,0,96,8.4,0.0,100,1.31,testTeaLot
testTeaLot_a24,10,20,24,0,0,1,1,484.79,15.8,144,0,144,12.8,0.0,100,1.14,testTeaLot
testTeaLot_a24,10,50,24,0,0,1,1,484.79,33.6,282,6,288,1.0,0.02083333333333333,100,2.04,testTeaLot
testTeaLot_a24,10,100,24,0,0,1,1,484.79,61.0,523,5,528,1.8,0.00946969696969697,100,3.12,testTeaLot
testTeaLot_a24,10,200,24,0,0,1,1,484.79,122.2,1022,10,1032,3.5,0.009689922480620155,100,3.41,testTeaLot
testTeaLot_a24,10,400,24,0,0,1,1,484.79,243.9,2040,0,2040,161.6,0.0,100,5.86,testTeaLot
testTeaLot_a5,10,1,5,0,0,1,1,484.79,1.8,10,0,10,1.3,0.0,100,,testTeaLot
testTeaLot_a5,10,4,5,0,0,1,1,484.79,4.4,25,0,25,3.0,0.0,100,,testTeaLot
testTeaLot_a5,10,10,5,0,0,1,1,484.79,10.0,55,0,55,7.2,0.0,100,,testTeaLot
testTeaLot_a5,10,20,5,0,0,1,1,484.79,19.4,105,0,105,13.5,0.0,100,,testTeaLot
testTeaLot_a5,10,50,5,0,0,1,1,484.79,46.3,255,0,255,32.0,0.0,100,,testTeaLot
testTeaLot_a5,10,100,5,0,0,1,1,484.79,90.8,505,0,505,52.1,0.0,100,,testTeaLot
testTeaLot_a5,10,200,5,0,0,1,1,484.79,180.6,1005,0,1005,121.9,0.0,100,,testTeaLot
